Children,Age,Income,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2,57,6959.92,0,0,0,0,1,6.526670837,112.484375,640.9334119,False,False,False,False,True,False,False,False,False,True,False,False,True
6,70,23803.0,0,0,1,0,0,7.03957,204.9634,1185.478786,True,False,False,True,False,False,False,True,True,False,False,False,True
4,25,50390.91,0,1,0,0,1,11.88029,169.9928,1335.552296,False,False,False,False,False,True,False,True,True,False,False,False,False
1,81,28877.8,1,0,1,1,1,71.35403,257.6513,7015.439922,True,False,False,False,True,False,False,False,False,False,False,True,False
1,75,33366.03,0,0,1,0,0,67.40482,117.4858,5748.365703,False,False,False,True,False,False,False,True,False,True,False,True,False
4,38,32595.47,0,0,1,0,0,71.74385,192.4404,6445.40917,True,False,False,False,True,False,False,True,True,False,False,True,False
0,25,27130.52,1,1,0,1,1,18.00704355,194.974431,1946.450068,True,False,False,True,False,False,False,False,True,False,False,True,False
1,77,24997.36,0,0,0,0,1,39.72823,112.4844,3347.326138,True,False,False,True,False,False,False,False,False,True,False,False,False
2,62,45860.11,0,0,1,0,1,15.90065569,192.440432,1729.48154,True,False,False,True,False,False,False,False,True,False,False,False,False
0,49,37658.41,0,0,1,0,1,71.60926,104.9629,6109.236207,True,False,False,False,False,True,False,False,False,True,False,True,False
2,21,71254.24,1,0,1,1,1,20.87125,177.6508,2441.911507,True,False,True,False,False,False,False,False,False,True,False,True,False
1,69,10584.2,0,0,0,1,1,2.678577227,179.947583,497.4668116,True,False,True,False,False,False,True,False,True,False,False,False,True
3,60,12115.07,0,0,1,1,1,64.34541,197.6288,5925.795152,True,False,False,False,False,True,False,False,False,True,False,True,False
1,82,40528.85,0,0,0,1,1,15.77942,202.4433,1540.003272,False,False,False,True,False,False,False,True,True,False,False,True,False
2,50,16581.24,0,1,1,0,1,64.7835,204.9496,5731.449527,False,False,False,False,False,True,False,False,True,False,False,False,True
7,30,11251.45,0,0,1,0,1,60.6298,159.9349,5581.379706,True,False,False,False,False,True,False,False,True,False,False,False,True
2,27,25146.14,0,0,0,1,0,2.243757398,147.442069,558.3751762,True,False,False,False,False,False,True,False,True,False,False,False,False
1,70,52171.43,0,1,1,1,0,51.53345,220.1185,4644.934479,False,False,False,False,False,True,False,False,True,False,False,False,True
2,21,24482.09,0,0,0,1,0,46.8684,127.4421,4647.988168,True,False,False,False,False,False,False,True,False,False,False,False,True
1,39,33217.64,0,1,1,0,0,5.254442453,172.44408,787.0962355,False,False,False,True,False,False,False,True,True,False,False,True,False
3,53,3196.26,0,0,1,0,0,71.53606,172.4404,6761.913319,True,False,True,False,False,False,False,False,False,False,False,False,False
1,84,14730.41,0,0,1,0,1,48.44746,192.4404,4246.327693,False,False,False,False,True,False,True,False,True,False,False,False,False
1,33,33851.87,0,0,0,0,0,60.69462,114.9976,5316.712002,True,False,False,True,False,False,False,True,False,True,True,False,False
2,69,13626.49,0,0,1,0,0,15.88445,152.4579,2131.892874,True,False,False,False,False,True,False,False,False,False,False,True,False
1,72,61915.61,0,0,1,1,1,30.1778,230.1051,2978.208092,False,False,False,False,False,True,False,False,True,False,False,False,True
6,74,60135.44,0,0,1,0,0,5.257695,204.9634,1026.361306,True,False,False,False,False,False,False,False,True,False,True,False,False
1,20,147436.94,0,0,1,0,0,4.510537408,149.944668,1222.622089,True,False,False,False,False,False,True,False,False,False,False,True,False
3,82,47909.78,0,0,0,0,1,44.68507,124.9607,4212.149496,True,False,True,False,False,False,False,True,False,False,False,False,True
2,19,75130.89,0,0,1,1,1,3.189179387,210.105118,1345.804923,False,True,False,False,False,True,True,False,False,False,False,False,True
0,54,2421.1,0,0,0,0,1,56.03048,167.4564,4821.711621,True,False,False,False,True,False,True,False,True,False,False,False,True
4,41,49109.27,1,0,0,0,0,69.86503,127.4958,6033.167408,False,False,False,False,False,False,False,False,True,False,True,False,False
1,30,58621.81,0,0,0,0,1,2.919224,157.4836,488.2314263,False,False,False,False,True,False,False,False,True,False,False,False,True
2,67,9724.88,0,1,1,0,0,63.00932,142.4713,5910.092809,True,False,True,False,False,False,False,False,False,False,True,False,False
0,39,48646.01,0,1,0,1,1,68.74835,214.9525,6076.969235,True,False,True,False,False,False,False,False,True,False,True,False,False
8,56,15110.46,1,1,1,0,1,2.527681829,165.018175,908.7910203,True,False,False,False,False,True,False,True,False,True,False,True,False
0,32,59646.13,0,1,0,1,0,42.43922,192.4567,3850.216289,True,False,False,False,True,False,False,False,True,False,False,False,True
2,18,23069.81,1,0,1,0,1,56.24027,162.4526,5182.334759,True,False,False,False,False,False,False,False,True,False,False,False,False
5,40,38678.23,1,0,0,0,1,42.82228,137.4686,3860.25038,False,False,True,False,False,False,True,False,True,False,False,True,False
1,62,6759.91,0,0,1,1,0,68.45528,240.1149,6125.329205,False,False,False,False,True,False,False,False,True,False,False,True,False
1,63,17570.65,0,1,0,0,1,2.353582,169.9928,338.0121063,False,False,False,False,False,True,False,False,True,False,False,False,True
0,66,53519.74,0,0,1,1,1,5.996824,252.6378,1009.804308,False,True,False,False,True,False,False,False,True,False,True,False,False
2,44,18216.49,1,1,0,0,1,71.11595,129.9778,6490.921609,False,False,False,True,False,False,False,False,False,False,False,False,False
2,54,23513.12,0,0,0,0,0,6.246694,79.97886,638.1637463,True,False,False,True,False,False,False,True,False,True,False,True,False
2,58,62969.23,1,1,1,1,1,58.18133,190.1599,5334.978423,False,False,False,True,False,False,False,False,False,True,False,True,False
1,44,23948.23,1,0,1,0,1,54.38925,174.9755,4952.728891,False,False,False,False,False,False,False,True,True,False,False,True,False
3,67,50109.93,1,1,1,1,0,8.889790813,202.636202,1710.907598,False,False,False,False,False,False,False,False,False,False,False,False,True
4,61,32807.29,0,0,0,0,1,53.9011,144.9607,4571.146514,False,False,False,False,True,False,False,False,True,False,False,False,True
0,80,51063.25,0,1,0,1,0,61.52081,174.9699,5777.025623,True,False,False,False,True,False,False,False,False,False,False,True,False
0,88,20845.55,0,0,0,0,1,43.01015,167.4564,3643.379954,True,False,True,False,False,False,False,False,True,False,False,True,False
1,55,81149.0,1,0,0,1,1,55.19347,162.4827,4934.723127,True,False,False,False,True,False,False,False,True,False,False,False,True
1,50,15215.24,0,1,0,0,1,59.21586,139.983,5475.340643,False,False,False,False,False,True,False,False,False,False,False,False,True
2,22,46991.33,0,0,0,1,1,28.31146,114.9658,2710.699322,True,False,False,False,False,False,False,True,False,True,False,True,False
3,72,22780.89,0,1,0,1,1,22.7117,182.4762,2288.984083,True,False,False,False,False,False,False,True,False,True,True,False,False
3,79,61079.4,1,0,1,1,1,69.7539,245.1457,6419.956581,False,False,False,False,False,False,False,False,True,False,False,False,False
7,60,44522.71,0,0,0,0,1,6.280617,92.45514,1106.403216,False,False,False,True,False,False,False,False,False,False,False,False,False
7,59,38154.75,1,0,0,0,1,5.115763,117.5152,937.3671919,True,False,False,False,False,False,True,False,False,True,False,True,False
1,78,25684.14,0,0,1,0,0,59.35209,117.4392,5407.054485,False,False,False,False,True,False,False,False,False,False,False,False,True
5,69,138155.7,0,0,1,0,1,64.90171,117.4392,5975.364608,False,True,False,True,False,False,False,True,False,False,False,False,True
9,79,11179.42,1,0,0,0,1,8.701581043,127.478341,1451.201108,False,False,False,True,False,False,True,False,False,False,False,True,False
3,42,83714.62,0,0,0,0,1,47.67299,102.4746,4114.377391,False,False,False,False,False,False,True,False,False,True,True,False,False
3,39,100585.1,0,0,0,0,1,4.109741,137.4836,1027.507457,False,True,True,False,False,False,True,False,False,False,False,True,False
0,65,34337.25,0,0,1,0,0,67.09465,169.9447,5758.811211,True,False,False,True,False,False,False,False,True,False,False,True,False
8,63,32072.51,1,0,0,0,1,3.305552,127.525,702.3872964,False,False,False,False,False,False,True,False,False,True,False,True,False
3,39,32221.49,0,1,0,1,1,1.571176,159.9512,499.02956,True,False,False,False,True,False,True,False,True,False,True,False,False
1,36,10530.09,0,1,1,0,1,51.63569,152.4441,5010.806069,False,False,False,False,False,True,False,False,False,False,False,False,True
3,48,64420.19,0,1,0,1,1,10.9750814,192.456745,1312.008382,True,False,True,False,False,False,False,True,True,False,False,True,False
9,89,13473.99,0,0,1,1,0,65.13005,210.1051,6493.208909,True,False,False,False,False,False,True,False,False,False,True,False,False
3,35,26190.71,0,1,0,1,1,3.245848,159.9805,721.3139824,True,False,False,True,False,False,False,False,False,True,False,False,False
0,77,33311.0,0,1,1,0,0,64.99919,139.9678,5527.078856,False,False,False,False,False,False,False,False,False,True,False,True,False
0,71,13824.18,1,0,0,1,0,67.69161,194.9882,5947.501922,True,False,False,False,False,False,False,True,True,False,False,True,False
3,42,34084.03,0,1,1,1,1,69.2962,232.624,6739.19212,False,False,False,False,False,False,True,False,False,False,False,False,False
4,88,32443.11,0,0,1,0,1,11.76797971,192.440432,1367.183772,True,False,False,False,False,False,False,False,True,False,False,True,False
3,48,85971.68,0,1,1,1,1,54.37964,255.1665,5309.98506,True,False,False,False,False,True,False,False,False,True,True,False,False
4,42,44832.24,0,0,1,0,0,56.73616,169.9447,5061.552514,False,False,False,False,False,False,False,False,True,False,True,False,False
2,51,1062.32,0,1,0,0,1,10.86612,127.5067,1209.964607,True,False,False,True,False,False,False,False,False,True,False,True,False
2,88,21512.56,0,0,1,1,0,6.431215,187.6094,1377.348602,True,False,False,False,True,False,False,True,False,False,False,False,False
1,76,70607.91,0,0,1,1,1,7.517405581,230.105118,1108.349605,False,False,False,False,False,False,False,True,True,False,True,False,False
1,81,71453.49,0,0,0,0,1,1.532436,124.9607,535.7389183,False,False,True,False,False,False,False,False,False,False,True,False,False
1,31,22985.19,0,0,1,0,0,11.15074,162.4676,1768.733372,False,False,False,False,True,False,False,False,False,False,False,False,False
0,44,17324.98,0,0,1,0,0,60.45224,172.4404,5743.829083,False,False,True,False,False,False,True,False,False,False,True,False,False
0,41,50135.13,0,0,1,1,1,8.747794,207.6094,1246.19633,True,False,False,True,False,False,True,False,True,False,True,False,False
0,26,48131.25,0,0,0,1,1,8.30949,202.4433,1080.752449,False,False,True,False,False,False,False,False,True,False,False,False,True
7,58,50217.64,1,0,1,0,0,61.04844,152.4624,5990.538991,True,False,False,False,True,False,False,True,False,False,False,True,False
2,19,26319.53,0,0,0,1,1,28.57082,139.965,3158.141347,False,False,False,True,False,False,False,True,False,False,True,False,False
0,83,28850.5,0,0,0,1,0,64.17623,192.4705,5462.625983,False,False,False,False,True,False,False,True,True,False,False,True,False
6,37,1109.71,1,1,0,1,1,17.35639,174.9744,2451.995707,True,False,False,False,False,True,False,False,False,False,False,True,False
1,41,55264.57,1,1,0,1,0,10.22370845,207.49737,1289.886774,False,False,True,False,False,False,True,False,True,False,True,False,False
2,32,10570.54,0,1,1,1,1,68.9536,255.1372,6406.812827,False,False,False,False,False,False,False,False,True,False,True,False,False
0,42,8156.42,1,0,0,0,1,64.6641,127.4783,5880.897031,False,False,False,True,False,False,False,True,False,False,True,False,False
1,79,69154.47,1,1,1,0,1,7.608938235,167.484705,1422.716519,False,False,False,True,False,False,False,True,False,False,False,True,False
3,81,8507.14,0,0,0,0,1,3.892424053,124.97808,390.381346,False,False,False,False,True,False,False,True,True,False,True,False,False
3,80,25945.22,0,0,1,0,0,66.94288,182.4676,5874.695874,True,False,False,False,False,True,False,False,True,False,False,False,False
0,30,51266.47,0,0,1,1,0,12.77495667,207.609354,1612.238384,True,False,False,True,False,False,False,False,True,False,True,False,False
0,80,15756.81,0,0,1,0,0,70.47897,149.9621,5953.077209,False,False,False,False,True,False,True,False,True,False,False,False,False
3,49,46183.9,0,1,0,1,1,3.688657724,159.951231,557.4590468,False,False,True,False,False,False,False,False,True,False,True,False,False
1,46,18493.34,0,0,1,1,1,7.757685471,222.628057,1772.090821,True,False,False,False,True,False,False,True,False,False,True,False,False
1,61,11087.89,0,1,0,1,0,1.897261446,227.475448,560.8498056,False,False,True,False,False,False,False,False,True,False,False,False,False
8,56,30195.71,1,1,1,0,0,2.760208796,167.484705,1363.377334,True,False,False,False,True,False,False,False,False,False,False,True,False
3,82,29305.72,1,1,0,0,1,5.705638,159.9875,602.0049206,False,False,False,False,False,False,False,False,True,False,False,False,False
6,27,31997.45,1,0,1,0,1,7.704545,119.9568,1618.557444,True,False,False,False,False,False,False,True,False,False,False,False,True
4,70,31660.74,1,1,0,1,0,23.12261,165.0113,2366.107617,False,False,False,True,False,False,False,False,False,True,True,False,False
4,67,70174.11,1,0,1,1,1,11.74635394,190.12704,1971.429689,False,False,False,True,False,False,False,False,False,False,False,False,False
0,60,27715.71,0,0,0,0,0,55.591,127.4738,5192.718983,True,False,False,False,True,False,False,False,False,False,False,True,False
3,55,55200.2,0,0,0,0,0,4.992706522,157.483594,637.7315432,False,False,False,False,False,True,False,False,True,False,True,False,False
2,68,95028.57,0,0,1,1,1,4.627672042,220.161527,1038.745378,True,False,False,False,True,False,False,False,False,True,False,True,False
1,39,18234.2,0,0,0,0,0,69.61652,167.4564,6014.886274,True,False,False,False,False,False,False,False,True,False,False,False,True
1,35,124025.1,0,0,0,1,1,71.74779,162.4608,6789.002522,True,False,False,True,False,False,True,False,False,False,False,False,True
3,80,14009.63,0,0,0,1,0,60.98195,182.4433,5725.421883,False,False,False,False,False,False,True,False,False,False,True,False,False
4,88,29720.95,1,0,1,0,1,4.261408572,142.499263,840.5098283,True,False,True,False,False,False,True,False,False,True,False,True,False
1,38,32537.12,1,0,0,0,1,69.55373,94.97283,6253.491089,False,False,False,False,True,False,False,True,False,False,False,True,False
2,86,72436.33,0,0,1,0,1,9.85591776,169.944668,1014.45747,False,False,False,True,False,False,False,False,True,False,False,True,False
2,47,38886.05,0,1,0,0,1,2.992589,104.9643,812.2973605,True,False,False,False,True,False,False,False,False,False,False,True,False
3,41,86921.8,0,0,0,1,1,48.71074,182.4608,4447.513551,False,False,False,False,True,False,False,False,True,False,False,False,True
3,49,13808.1,0,0,0,1,1,19.42268,179.9476,1996.584616,True,False,False,False,False,False,False,False,True,False,False,False,True
3,42,15872.42,1,0,1,0,1,66.78392,194.9581,6023.253234,False,False,False,False,True,False,True,False,True,False,False,True,False
0,61,19815.63,0,0,0,0,1,4.151256695,134.950905,393.6524652,False,False,False,True,False,False,True,False,True,False,False,False,False
1,54,43154.85,1,1,1,1,1,71.95713,222.6362,6493.121834,True,False,False,False,True,False,True,False,True,False,False,False,False
4,44,18610.56,1,0,1,0,1,31.32024,107.4806,3022.776148,True,False,True,False,False,False,False,False,False,True,False,False,True
4,35,1772.89,0,1,1,0,0,47.03744,174.9768,4839.828588,True,False,False,False,False,False,False,True,False,False,False,True,False
1,43,9011.25,1,0,1,0,1,4.275019,184.9853,827.7165459,False,False,False,True,False,False,False,False,True,False,False,False,False
0,61,108956.8,0,0,1,1,1,43.40615,200.1323,4472.040669,False,False,False,False,False,False,True,False,False,False,False,False,True
1,42,22986.69,0,0,0,1,1,4.984488,162.4608,1295.610833,True,False,False,False,False,False,False,True,False,False,False,True,False
4,89,38986.79,0,0,0,0,1,62.11655,147.4564,5659.985455,False,False,False,False,True,False,False,False,False,False,False,True,False
1,55,29094.86,0,0,0,0,1,8.53275,92.45514,1122.62327,False,False,False,False,True,False,False,False,False,False,False,False,False
6,26,25683.2,1,0,0,1,1,70.08722,149.9598,6318.942793,True,False,False,False,True,False,False,False,True,False,False,True,False
3,66,27129.17,0,0,0,1,1,50.43597,149.9845,4503.081003,False,True,False,False,True,False,False,False,False,True,True,False,False
2,41,40818.88,1,1,0,1,0,51.92063,162.4689,4662.416793,True,False,False,False,False,True,False,True,True,False,False,False,False
1,60,53256.9,0,0,1,0,0,4.171617,204.9634,782.2940277,False,False,False,False,False,True,False,False,True,False,True,False,False
0,18,37860.79,1,1,0,1,1,3.905351198,197.48762,838.8374504,False,False,True,False,False,False,True,False,True,False,False,True,False
4,76,47254.65,0,0,0,1,1,59.14986,169.9671,5205.709911,False,False,False,False,True,False,False,False,False,True,False,True,False
1,72,83201.51,1,1,0,1,1,58.47534,175.0211,5141.883254,False,False,True,False,False,False,False,False,False,True,False,False,False
0,49,18852.52,1,1,0,1,0,48.73343,174.9744,4798.910859,True,False,False,False,False,False,False,False,False,False,False,False,False
0,74,63733.76,0,1,1,1,1,67.61857,255.1198,6545.503926,True,False,True,False,False,False,False,False,False,False,False,False,False
3,82,66851.03,0,0,0,1,1,70.16722,159.9476,6377.495823,False,False,False,False,False,False,True,False,False,False,False,False,True
0,21,40598.75,0,0,1,1,0,6.588658,242.6106,1667.235527,False,False,True,False,False,False,False,False,False,False,True,False,False
1,83,10048.03,1,1,1,0,1,3.817742,152.466,506.3292263,False,False,False,True,False,False,False,True,True,False,False,False,False
0,82,78741.23,1,0,0,1,1,71.7533,149.9598,6087.145624,True,False,False,False,False,True,False,False,True,False,False,False,False
2,55,22066.61,1,1,1,1,1,4.459993,222.6654,1014.955092,False,False,False,False,False,True,False,False,False,True,False,False,False
6,65,22606.89,0,0,0,0,1,63.411,157.4836,5483.967712,False,False,False,False,False,False,True,False,True,False,False,False,True
0,37,115440.4,0,0,1,0,0,8.612474,149.9447,1425.150573,False,False,False,False,False,True,False,False,False,False,False,False,True
0,47,6972.84,1,1,0,1,1,11.75027091,164.964681,1714.901159,False,False,True,False,False,False,False,False,False,False,False,False,True
3,85,32076.56,0,0,1,0,0,57.04429,152.4579,5435.713342,False,False,False,True,False,False,False,False,False,False,False,False,True
1,76,21066.44,0,0,1,1,0,45.75966,200.1323,4646.487467,False,False,False,False,False,True,False,True,False,False,False,True,False
2,79,80176.6,0,1,1,1,0,1.954899,252.624,655.8025029,False,False,True,False,False,False,False,False,True,False,False,True,False
1,82,9829.71,0,0,1,0,0,2.654262,192.4404,500.6893216,False,False,False,False,False,True,False,False,True,False,True,False,False
3,70,26894.86,0,0,1,1,1,4.465592,232.6378,1463.186559,True,False,False,False,True,False,False,True,False,False,True,False,False
0,70,58992.27,0,0,1,1,0,25.68013,242.6106,3070.896284,False,False,False,False,False,False,False,False,False,False,False,False,True
1,34,18762.01,1,1,1,1,0,5.261212465,212.655686,1101.650764,False,True,False,False,True,False,False,False,False,True,False,False,True
1,58,16333.38,0,0,1,0,1,18.11168,182.4676,1884.134154,True,False,False,False,True,False,True,False,True,False,False,False,False
1,61,35808.85,0,1,0,0,1,9.162445307,179.965581,993.6031859,True,False,False,False,False,False,False,False,True,False,False,False,False
7,50,162360.14,0,0,0,0,1,16.99923183,157.483594,1761.052193,False,False,False,True,False,False,True,False,True,False,False,False,True
4,68,173978.0,0,0,1,1,0,66.50393,222.6281,6605.855412,True,False,False,False,False,False,False,False,False,False,False,True,False
1,48,34590.21,0,0,0,1,1,17.77264,139.965,2229.782748,True,False,False,False,False,False,False,True,False,False,False,True,False
1,56,52119.38,0,0,1,0,1,52.59552,149.9447,4997.517022,False,False,False,False,True,False,False,True,False,False,False,False,False
0,69,47635.23,1,1,0,0,1,8.721771003,142.500692,1402.374111,True,False,False,False,False,True,False,False,False,False,False,False,False
0,85,88744.82,0,1,0,0,1,67.675,92.48802,5430.296923,False,False,False,False,False,True,False,False,False,True,False,True,False
0,39,29732.28,0,0,1,1,0,66.50879,187.656,6023.656633,False,False,False,False,True,False,False,False,False,True,True,False,False
4,35,22046.5,0,0,0,1,0,70.45979,159.965,6186.049801,False,False,False,True,False,False,True,False,True,False,False,False,False
0,57,29976.15,0,1,0,1,0,4.893221514,207.475448,1284.442486,True,False,False,False,False,False,False,False,False,False,True,False,False
1,33,31292.07,1,1,1,1,1,63.5434,277.6375,5991.45754,False,False,True,False,False,False,False,True,True,False,False,True,False
3,75,35671.63,1,0,0,0,0,65.68687,169.9741,5629.354953,False,False,False,False,True,False,True,False,True,False,False,True,False
1,73,48830.79,0,0,0,0,0,69.348,167.4564,5799.124998,False,False,False,False,False,True,False,True,True,False,False,False,False
0,61,12939.7,0,1,1,1,1,47.20955,232.6415,4421.565715,True,False,True,False,False,False,False,False,True,False,True,False,False
2,34,134838.8,0,0,1,1,1,9.51775,200.1323,1892.444874,True,False,False,False,False,False,False,True,False,False,True,False,False
0,22,22362.59,0,0,0,0,1,9.915959247,114.997564,1079.012505,False,False,False,True,False,False,True,False,False,True,False,True,False
1,78,62884.22,1,0,1,0,1,66.19707,172.4624,5748.631133,True,False,False,True,False,False,False,False,True,False,True,False,False
3,89,28391.83,0,1,0,1,1,62.27986,172.5034,5384.246623,False,False,False,False,False,False,True,False,False,True,False,False,False
3,54,12520.32,0,0,1,0,0,52.62121,172.4404,5208.79271,True,False,False,True,False,False,False,False,False,False,False,True,False
7,86,9637.9,0,0,1,1,0,51.0221,175.1331,4778.015995,True,False,False,False,False,True,False,False,False,True,False,False,True
4,55,117683.5,0,1,0,1,0,50.24277,192.4567,4537.352503,True,False,False,True,False,False,False,False,True,False,False,True,False
2,80,70775.57,1,1,0,1,0,2.719751,184.9939,586.7907291,False,False,False,False,False,True,True,False,False,True,False,True,False
0,59,15840.4,1,0,1,0,1,1.692565,154.9755,1015.460451,True,False,False,False,False,False,False,True,False,False,False,True,False
2,48,17762.55,0,0,0,0,1,13.59949293,92.455141,1587.688033,False,True,True,False,False,False,False,False,False,False,False,True,False
4,60,55474.59,1,1,0,1,0,63.08587,217.4702,5742.488347,True,False,False,False,False,True,False,True,True,False,False,False,False
4,63,30262.99,1,0,1,1,0,1.992273,210.127,818.8755109,True,False,False,False,True,False,False,True,True,False,False,False,True
0,65,18347.88,0,0,0,0,1,14.00176,157.4836,1333.059808,True,False,False,False,True,False,False,True,True,False,False,True,False
4,34,43342.37,0,1,1,0,1,44.73398,172.4733,4249.716645,True,False,False,False,False,False,True,False,False,True,True,False,False
0,42,73776.62,0,1,1,1,1,65.21792,187.6422,5874.281225,True,False,True,False,False,False,False,False,False,True,False,True,False
0,37,23239.84,1,0,1,1,0,64.52797,245.1457,6037.103766,False,False,False,False,False,False,False,True,True,False,True,False,False
0,81,14623.21,1,0,1,0,1,4.245035615,164.985293,1083.381195,False,False,False,True,False,False,False,False,False,False,True,False,False
2,86,37837.28,0,0,1,0,1,11.14672304,127.458638,1103.202075,False,True,True,False,False,False,True,False,False,True,False,False,False
0,78,11009.87,0,0,0,0,1,5.778279,125.0073,616.6230151,True,False,False,False,False,False,False,False,False,True,False,False,False
1,85,7514.44,1,0,0,1,1,5.111421,172.4555,655.4787829,False,True,False,False,True,False,False,False,True,False,False,False,True
1,37,6464.45,1,1,1,0,1,60.48709,197.4945,5504.661312,True,False,False,False,True,False,False,False,True,False,False,False,False
3,88,30836.33,0,1,0,0,0,70.17136,137.4872,5884.793295,True,False,True,False,False,False,False,False,True,False,False,True,False
0,88,6362.72,1,0,0,1,0,58.19013,217.484,5124.938421,False,False,False,False,False,False,True,False,True,False,False,False,True
4,76,20552.64,1,0,0,1,1,16.79677,139.9792,1820.926895,True,False,False,False,False,False,True,False,False,True,False,False,False
4,75,61084.32,1,0,0,1,1,64.37387,182.4653,5700.531807,True,False,False,False,False,False,False,False,True,False,True,False,False
1,38,52374.17,0,0,1,1,1,6.652608,252.6378,1225.184798,False,False,True,False,False,False,False,True,True,False,False,False,True
1,36,20069.25,0,0,1,0,1,58.13967,152.4579,5624.550489,False,False,False,False,False,False,False,False,False,False,False,False,False
0,52,16375.5,1,1,1,0,0,6.408823,132.5127,874.6357853,False,False,False,False,False,False,True,False,False,True,False,False,True
2,36,23960.61,1,0,0,1,0,55.505,149.9598,4885.896119,False,False,False,False,False,False,True,False,True,False,False,True,False
0,41,18012.16,0,0,1,0,0,71.66334,172.4579,6319.032596,True,False,False,False,True,False,False,False,True,False,False,False,False
1,34,47017.43,0,0,0,0,1,25.72493,124.9781,2354.102724,True,False,False,False,False,False,True,False,True,False,False,False,False
3,37,9708.23,1,0,1,1,1,8.980916,222.6326,1931.414865,True,False,True,False,False,False,False,False,False,False,True,False,False
4,25,50670.27,1,0,1,0,0,20.96092159,142.452604,2743.734408,True,False,False,False,False,False,False,False,False,False,False,False,False
1,79,11314.53,0,1,0,1,1,67.07059,194.9699,5852.331432,True,False,False,False,True,False,False,True,True,False,False,False,True
0,65,13188.89,1,0,0,1,1,58.65554,129.9598,5400.888902,False,False,False,False,False,False,False,False,False,False,False,False,True
8,24,5881.96,1,0,0,1,1,63.097,172.4555,5826.009497,False,False,False,True,False,False,False,True,True,False,False,False,False
1,29,26661.36,0,0,0,1,0,71.92785,182.4608,6327.647329,False,False,True,False,False,False,False,False,True,False,False,True,False
1,34,64687.11,0,0,1,0,1,44.97817,149.9447,4445.497919,False,False,False,True,False,False,True,False,False,False,False,False,True
0,70,11678.22,0,1,0,1,1,60.85274,204.9797,5237.251646,False,False,True,False,False,False,True,False,True,False,False,False,True
