Children,Age,Income,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
2,53,28119.92,1,0,1,0,1,50.36108,162.4526,4538.800188,False,False,False,False,False,True,False,False,True,False,False,True,False
6,70,9664.08,0,0,0,1,0,69.16302,149.9378,6448.95087,False,False,True,False,False,False,False,False,False,False,False,False,True
2,74,95188.95,0,1,0,1,0,69.71148,174.9699,6447.106744,False,False,True,False,False,False,True,False,False,False,True,False,False
2,71,14975.47,0,1,1,1,1,66.28837,210.138,6022.470272,True,False,False,True,False,False,False,False,False,True,False,False,False
1,73,14461.21,0,0,1,0,1,44.72802,137.4392,3811.689374,False,False,False,True,False,False,False,False,True,False,True,False,False
0,32,5365.64,0,0,1,0,1,14.76538,172.4579,1686.444218,True,False,True,False,False,False,False,False,True,False,True,False,False
3,54,43618.17,0,0,1,1,1,7.72199,252.6378,1282.858382,False,True,False,True,False,False,True,False,True,False,False,True,False
9,41,26043.65,1,0,1,0,0,47.1075,162.4526,4574.099766,True,False,False,False,True,False,False,False,True,False,False,True,False
4,87,58015.78,1,0,0,0,0,9.000396,140.0013,1462.964796,True,False,False,True,False,False,False,True,False,False,True,False,False
4,19,25785.57,0,0,0,0,0,68.53091,112.4844,5989.870888,True,False,False,False,True,False,False,False,False,True,False,False,True
2,49,53025.02,0,0,1,1,1,59.42848,210.1518,5566.284588,False,False,True,False,False,False,False,True,False,True,True,False,False
10,22,40272.14,0,1,1,1,1,64.83209,242.6143,6310.076724,True,False,False,True,False,False,True,False,True,False,False,False,True
3,37,25663.7,0,0,0,0,0,63.69034,147.5031,5600.294614,False,False,False,False,False,True,False,True,False,True,True,False,False
4,30,20652.62,0,1,1,1,0,5.179771,275.1198,1283.308128,True,False,False,False,False,False,False,False,True,False,False,False,True
0,83,27113.0,1,0,1,0,0,8.001673351,129.976324,955.0876357,True,False,False,False,False,False,True,False,False,True,True,False,False
5,30,35375.83,0,0,0,0,1,64.42046,147.4564,6072.987281,False,False,False,True,False,False,False,False,False,False,False,True,False
4,81,26278.72,0,1,0,1,0,19.48387,194.9699,2038.974824,True,False,False,False,True,False,False,False,True,False,True,False,False
4,84,54091.65,0,0,0,1,1,57.26943,169.9671,5107.688262,True,False,True,False,False,False,False,True,False,True,False,False,False
0,24,18692.53,1,0,0,1,0,12.09641389,149.988989,1461.101266,True,False,False,False,True,False,False,False,False,True,False,True,False
1,23,22032.37,0,0,0,0,0,9.510993751,167.456419,1142.427499,True,False,True,False,False,False,True,False,True,False,False,True,False
1,57,49323.19,0,0,1,0,0,2.48527604,169.944668,521.8726735,True,False,False,False,False,False,True,False,True,False,False,False,False
0,48,18982.37,1,0,1,0,1,14.65682,120.0035,1606.304191,True,False,False,False,True,False,False,False,False,True,False,True,False
0,46,37065.62,0,0,1,0,0,70.95851,172.4404,6645.186507,True,False,False,False,False,True,True,False,False,False,False,False,False
1,89,68319.38,0,0,0,0,1,69.60418,134.9509,5695.706857,False,False,True,False,False,False,True,False,True,False,False,False,False
1,82,63225.56,0,0,1,0,1,13.0035986,172.487091,1480.891431,True,False,False,False,False,True,False,False,False,True,True,False,False
2,49,3834.42,0,1,0,1,1,17.54953,207.4754,2326.985753,False,False,False,False,False,True,False,True,False,False,False,True,False
0,20,40700.25,1,0,1,0,1,69.70761,152.4798,6161.795039,False,False,False,False,False,False,False,False,True,False,True,False,False
1,32,27492.15,0,0,0,1,1,15.15905,159.965,1654.594685,True,False,True,False,False,False,False,False,True,False,False,False,False
1,73,14181.4,1,0,1,1,0,57.16367,265.1283,5333.247037,False,False,False,True,False,False,False,False,True,False,False,True,False
4,73,23838.68,0,0,0,1,1,8.249394,192.4705,1118.312856,True,False,False,False,False,False,True,False,True,False,False,False,False
1,34,109373.69,1,1,0,1,1,4.526667855,187.49737,1259.528321,False,False,False,False,False,True,False,True,False,False,False,False,True
1,63,32521.54,0,1,0,1,1,64.61766,227.4754,5693.466496,False,False,False,False,True,False,True,False,True,False,False,False,False
1,89,54872.48,0,1,1,0,1,54.53013,152.4907,4745.853799,False,False,False,False,False,False,False,False,False,True,True,False,False
1,46,75711.93,1,1,0,0,1,69.14535,127.5112,5938.865925,True,False,True,False,False,False,False,False,False,True,True,False,False
0,80,49276.44,0,1,0,1,0,4.028152,172.4742,558.7166007,True,False,False,False,False,False,True,False,True,False,False,True,False
0,28,35947.74,0,0,1,0,0,20.01892414,137.439154,1950.886897,True,False,False,False,False,False,False,False,True,False,False,True,False
2,71,38833.39,0,1,0,0,0,64.78357,157.4698,5372.80048,False,False,False,False,True,False,False,False,True,False,False,True,False
2,84,37376.03,1,0,1,1,1,15.92219451,255.155493,1986.939234,True,False,True,False,False,False,True,False,True,False,False,False,False
1,47,14377.15,0,0,0,1,0,17.30262,182.4433,2275.34376,True,False,False,True,False,False,False,True,False,False,True,False,False
1,27,27758.51,0,0,0,0,0,67.64041,159.9794,6308.665694,False,False,False,True,False,False,False,True,False,False,False,True,False
1,75,37556.53,0,0,0,0,1,11.21716,159.9794,1528.092146,False,False,False,False,True,False,False,True,False,False,False,True,False
3,57,32456.55,0,1,1,0,1,37.23531,184.967,3495.239613,False,False,False,False,True,False,False,False,True,False,True,False,False
5,77,53235.48,0,0,1,0,0,8.182907,172.4871,1178.372362,False,False,False,True,False,False,False,False,False,True,True,False,False
2,73,41717.46,1,0,1,1,1,1.525343103,232.652038,805.1476345,False,False,False,True,False,False,False,True,False,True,False,False,True
2,80,1443.24,0,0,0,1,1,16.12056,214.9663,1772.729252,True,False,True,False,False,False,False,True,True,False,False,False,True
1,22,10588.62,1,1,1,1,0,64.64639,257.6549,6178.148263,True,False,False,False,True,False,False,True,True,False,True,False,False
0,63,23514.45,0,1,0,0,1,11.19078648,104.964303,1370.012453,True,False,False,False,False,True,False,False,False,False,False,True,False
1,47,49511.19,1,0,1,1,1,52.38554,222.65,4993.241423,True,False,False,False,False,True,False,True,True,False,False,False,True
1,59,81491.12,0,1,1,1,0,15.92001,200.1185,2223.458561,True,False,False,False,False,True,False,False,False,False,False,False,True
3,88,11311.31,0,0,0,0,1,71.26615,112.4551,5802.742727,False,False,True,False,False,False,False,True,True,False,False,True,False
4,41,27817.76,0,0,0,1,0,66.63279,159.9476,6335.387515,True,False,False,False,False,False,False,False,False,False,False,False,False
1,19,41237.45,0,0,1,0,1,61.74103,149.9621,5514.944335,True,False,False,False,True,False,False,True,True,False,False,True,False
0,78,79369.7,0,0,1,0,1,10.91296,152.4579,1586.408716,False,False,True,False,False,False,False,True,False,False,True,False,False
0,70,43882.72,0,0,1,0,1,1.392421597,139.981577,419.0508708,False,False,False,False,False,True,False,False,False,True,False,True,False
1,75,29603.81,0,0,1,1,0,58.20314,207.6094,5217.771684,True,False,False,True,False,False,True,False,True,False,False,True,False
0,28,18305.22,1,0,0,1,1,61.45615,162.4653,5823.6249,False,False,False,False,False,True,False,False,False,False,False,False,True
5,86,18450.35,0,0,0,0,0,3.180149,114.9976,553.4713761,True,False,False,False,False,True,False,False,False,True,False,False,True
0,24,30834.89,0,0,0,0,1,70.61755,159.9794,6531.657744,False,False,False,False,False,True,False,False,False,False,True,False,False
0,73,33016.71,0,1,0,0,0,51.4203,159.983,4399.187338,True,False,False,False,False,True,False,False,True,False,False,False,True
3,23,45647.43,0,1,0,0,1,37.50261,137.5165,3406.934201,False,True,False,False,False,True,False,True,False,True,True,False,False
3,51,90956.64,0,1,1,0,1,13.23888382,162.500489,1526.656486,False,False,False,False,False,True,False,False,False,True,False,False,True
1,63,43369.94,0,0,0,1,0,5.119045,147.4421,645.1544646,True,False,False,False,True,False,False,False,True,False,True,False,False
0,67,43750.86,1,1,1,0,1,52.36016,152.466,4505.46376,False,False,True,False,False,False,False,False,True,False,False,False,True
0,67,28885.46,0,0,1,0,0,62.83739,117.4392,5744.96728,True,False,False,False,False,False,False,False,False,False,False,False,True
3,82,38056.65,1,1,1,0,1,15.95966,167.4847,2158.69019,False,False,False,False,False,False,False,True,False,False,False,False,True
3,25,31545.14,0,0,0,0,1,62.59775,92.45514,5712.520809,False,False,True,False,False,False,False,False,False,False,False,True,False
7,71,24971.54,0,0,1,1,0,49.26434,220.1149,5168.61323,True,False,False,True,False,False,False,False,False,False,True,False,False
0,67,91903.25,0,0,0,0,0,3.908371,104.9781,841.0151958,True,False,False,False,False,True,False,False,False,False,False,False,False
0,80,25281.46,1,1,0,1,1,10.90461,209.9931,1694.511052,False,False,False,False,True,False,False,True,False,False,True,False,False
1,28,23660.82,0,1,0,1,0,7.668017,214.9525,1139.028165,True,False,False,False,False,False,False,False,True,False,False,False,False
3,66,17812.53,0,1,1,0,0,55.40938,149.9776,4847.690335,False,False,False,False,False,True,True,False,False,True,False,True,False
7,25,48299.76,0,0,0,1,0,69.82047,202.4433,6339.601147,False,False,False,True,False,False,False,False,True,False,False,True,False
3,37,40529.84,0,0,0,1,0,15.32475177,182.443347,2207.637213,True,False,True,False,False,False,False,False,False,False,False,True,False
2,38,8952.88,0,0,1,0,0,53.07379,152.4579,5233.690338,False,False,False,False,False,True,True,False,False,False,False,False,False
3,85,101766.0,0,1,0,1,1,68.06938,194.9992,6048.018658,True,False,False,True,False,False,False,True,False,True,True,False,False
1,33,15690.25,1,1,0,1,1,6.732948946,142.515576,958.1397059,False,False,False,False,False,True,False,True,False,True,False,False,True
1,83,31355.16,0,0,0,1,1,13.92306,159.9476,1704.12272,False,False,True,False,False,False,False,False,False,False,False,False,True
1,59,50308.74,0,0,0,0,1,68.83272,124.9781,5722.009817,False,False,True,False,False,False,False,False,True,False,True,False,False
0,53,56932.4,0,1,0,1,0,68.59602,159.9512,5770.359583,False,False,False,False,False,False,True,False,True,False,False,False,False
3,63,21303.64,1,0,1,1,1,61.65935,200.1465,5771.07207,True,False,False,False,True,False,False,True,False,True,False,False,False
0,50,82226.63,0,0,0,1,0,10.35063785,127.442069,1416.865765,False,False,False,False,False,False,True,False,False,False,False,True,False
1,27,16593.59,0,0,0,1,0,9.586248224,149.937833,1554.416773,False,False,True,False,False,False,False,True,False,False,False,True,False
0,37,72185.15,0,1,1,0,1,70.41272,172.4441,6101.79747,False,False,True,False,False,False,False,False,True,False,False,False,False
8,66,14528.18,0,1,1,0,1,61.0006,162.5005,5544.892096,False,False,False,False,False,False,False,True,False,True,False,False,True
1,22,14666.27,0,0,1,0,1,4.610249,184.9634,1403.371015,True,False,False,True,False,False,False,False,False,False,False,True,False
0,84,27123.66,1,1,0,1,1,69.36684,165.0113,5986.22023,False,False,False,False,False,False,False,False,False,True,False,False,True
2,80,13665.54,0,0,0,1,0,67.26893,149.9378,6220.114553,True,False,False,True,False,False,False,False,False,False,False,True,False
0,63,28140.14,1,0,1,0,0,58.10315,119.9568,5398.317847,False,False,False,False,False,True,False,False,False,False,False,False,True
9,18,27120.26,0,1,1,0,1,71.55342,184.9963,6691.71698,False,False,False,False,False,True,True,False,False,True,False,False,True
4,64,30931.95,1,0,0,1,1,59.2505,162.4653,5730.292957,True,False,False,True,False,False,False,True,False,False,False,True,False
0,18,87721.54,1,0,1,0,1,71.23368,120.0035,6293.395149,False,False,False,False,False,True,True,False,False,True,False,False,True
1,57,81318.66,0,0,1,0,0,64.17582,159.9642,5623.598666,False,False,False,True,False,False,False,True,False,True,False,False,True
4,65,9612.82,0,0,0,0,1,12.57563,124.9781,1185.107111,False,False,False,False,False,False,False,False,True,False,False,False,True
4,65,31243.64,1,0,0,1,1,17.78769,149.989,1833.860705,False,False,False,False,False,False,False,False,False,True,True,False,False
1,80,35866.89,0,1,1,1,0,59.99904,255.1198,5885.235129,False,False,False,False,True,False,False,False,False,False,False,False,False
3,72,12845.65,0,0,1,0,0,12.70316,149.9621,1337.6353,False,False,False,False,True,False,False,False,True,False,False,True,False
0,23,40368.33,0,1,1,0,1,14.86565,152.4441,2009.785388,False,False,True,False,False,False,True,False,False,False,False,True,False
3,61,25480.46,0,0,0,0,0,4.197945,112.4844,550.0787433,True,False,False,True,False,False,True,False,False,True,False,True,False
9,22,71459.96,0,1,0,0,1,62.65335,114.9838,5678.725935,True,False,False,False,False,False,False,True,False,True,False,False,True
2,43,41512.21,1,1,1,0,0,68.65572,207.4673,6193.937954,True,False,False,False,False,True,False,True,True,False,True,False,False
1,66,20455.42,0,0,1,0,0,6.979037,172.4871,992.6561706,False,False,False,False,True,False,False,True,False,True,False,False,True
0,48,18706.57,1,1,1,0,0,66.09922,144.9889,6192.147248,False,False,False,False,False,False,False,True,False,False,False,False,True
1,64,18435.93,1,1,0,0,1,61.50205,149.9778,5275.613898,True,False,True,False,False,False,False,False,True,False,False,True,False
1,44,25532.43,0,0,1,0,0,8.284386,117.4392,1381.204928,True,False,False,False,True,False,False,True,False,False,False,True,False
7,21,63171.36,0,1,1,0,1,8.24734,162.4538,1667.506374,False,False,False,False,False,False,False,True,False,False,False,False,True
7,22,37522.18,1,1,1,0,1,65.32463,187.4673,6557.26466,True,False,False,False,True,False,False,False,False,False,False,True,False
0,34,22418.92,0,0,1,1,1,8.351399,240.1149,1261.564075,False,False,False,False,False,True,True,False,True,False,True,False,False
1,20,50934.88,1,1,1,0,0,6.339774346,132.466002,1333.027522,False,False,False,False,False,True,False,True,False,False,False,False,True
8,36,18232.01,0,0,0,1,0,15.46234,179.9476,1786.342426,False,False,False,False,False,False,True,False,True,False,False,False,False
10,26,4600.87,1,0,0,0,0,63.85242,114.9728,5771.534863,True,False,False,False,False,False,False,True,True,False,False,False,True
0,63,43184.08,1,0,0,1,1,7.128376,129.9598,1185.421568,False,False,True,False,False,False,False,True,False,False,True,False,False
5,53,32677.84,0,1,0,0,0,58.33561,159.9656,5503.322362,False,False,False,False,False,True,True,False,False,False,False,True,False
0,27,45429.68,0,0,0,0,1,15.12645563,157.483594,1549.802896,True,False,True,False,False,False,False,False,True,False,False,False,True
2,32,8641.78,0,1,1,0,1,4.023413,184.9496,1225.408596,False,False,False,False,True,False,False,False,False,False,False,False,False
1,56,23382.74,0,0,0,1,1,4.85576672,127.442069,1060.026737,True,False,False,True,False,False,False,False,False,False,False,False,False
1,29,59954.4,0,0,1,0,1,70.77308,117.4392,6550.573563,True,False,False,False,False,True,False,True,False,False,True,False,False
1,42,90756.87,0,0,1,1,1,65.50762,242.6281,6056.561962,False,False,False,False,False,True,False,False,True,False,True,False,False
4,41,28593.48,0,0,0,1,1,15.6265,159.965,1669.627909,False,True,False,False,True,False,True,False,True,False,False,False,False
0,63,51728.3,0,0,0,1,1,46.28759,194.9663,4652.212743,True,False,False,True,False,False,False,False,False,False,True,False,False
0,35,3938.24,0,1,1,0,1,55.24136,117.472,4818.30969,True,False,False,True,False,False,False,False,False,True,True,False,False
1,19,35168.77,0,0,1,1,1,1.524132,207.6094,757.2197489,True,False,False,False,False,True,False,False,True,False,True,False,False
4,77,21887.88,0,0,0,1,1,55.29166,149.9378,5310.127657,True,False,False,False,False,False,True,False,False,False,False,True,False
2,23,78026.55,0,0,1,1,0,5.003409,197.6288,1106.910603,False,False,False,False,False,True,False,False,False,True,False,True,False
2,69,54874.47,0,0,1,1,1,53.13301,220.1615,4962.835767,False,False,False,False,False,False,False,True,False,True,False,False,False
2,85,40133.04,0,1,1,1,0,6.195470215,275.119794,1124.637958,True,False,False,True,False,False,False,True,True,False,False,True,False
3,82,45288.02,0,0,0,1,1,12.23126,169.9671,1393.130581,True,False,False,False,False,True,False,True,False,True,True,False,False
0,19,14260.84,1,0,0,1,0,71.84774,130.0064,6304.298349,False,False,False,False,False,False,False,False,False,True,False,True,False
1,82,2477.91,0,0,0,0,1,7.91447,147.4738,831.3672853,True,False,False,True,False,False,True,False,True,False,False,False,True
3,40,35849.72,0,1,0,0,0,10.29318,137.5165,1207.830056,True,False,True,False,False,False,True,False,False,True,False,True,False
0,59,68987.09,1,1,0,0,0,4.054345,149.9778,471.7954635,False,False,False,False,False,False,False,True,True,False,False,False,False
3,64,23584.78,1,1,1,0,1,23.22012,199.9902,2884.562817,False,False,False,False,False,True,False,True,False,False,False,False,False
1,25,15959.11,0,1,0,1,0,48.66437,162.447,4763.445879,False,True,False,False,False,False,False,True,False,False,False,False,True
0,26,67402.55,0,1,0,0,1,62.29043,114.9838,5276.526343,False,False,False,False,False,False,False,True,False,True,False,False,False
3,81,8137.46,0,0,1,1,1,2.301772,222.6281,1224.80823,False,False,False,False,False,False,False,False,False,False,False,True,False
0,85,22211.67,1,0,1,1,0,64.11367,200.1465,5760.636041,False,False,False,True,False,False,False,False,False,True,False,False,False
0,20,19474.37,0,0,0,0,1,11.84987964,112.455141,1064.895012,False,False,False,True,False,False,False,False,True,False,False,True,False
3,51,31246.64,0,0,1,1,0,14.60084,207.6094,1738.296024,False,False,False,True,False,False,False,True,True,False,False,False,True
4,30,33315.46,1,1,1,0,1,16.08842518,199.990219,2489.519356,True,False,True,False,False,False,True,False,False,False,False,False,True
0,68,13970.62,1,0,0,1,0,44.09777,162.4827,3869.872224,False,False,True,False,False,False,False,True,True,False,False,False,True
0,80,20539.22,0,0,1,1,0,50.89975,220.1323,4657.315652,True,False,False,False,False,False,False,True,True,False,False,True,False
7,56,6225.4,0,0,1,0,0,15.14561,104.9629,1628.215009,False,False,False,False,True,False,False,True,False,True,True,False,False
4,66,15253.93,0,0,1,0,1,17.28022598,204.963371,1929.06738,False,False,True,False,False,False,True,False,True,False,True,False,False
1,42,16447.16,0,0,1,0,1,32.97693,149.9621,3035.613983,False,False,True,False,False,False,False,False,True,False,False,True,False
4,75,41697.74,0,0,0,1,1,71.25643,179.9476,6106.984548,False,False,False,True,False,False,True,False,True,False,False,False,True
2,32,29361.24,1,1,0,1,1,1.504124801,229.993134,729.7054333,False,False,True,False,False,False,False,False,True,False,False,False,True
2,31,77613.57,0,1,1,1,1,62.83586,242.6143,5823.67123,False,False,False,False,False,False,True,False,True,False,False,False,False
1,30,25035.79,0,1,0,1,0,40.87895,174.9699,4194.277707,False,True,True,False,False,False,False,False,False,False,True,False,False
2,22,57901.36,0,1,1,0,1,68.30856,184.9496,6572.634947,True,False,False,False,True,False,False,True,False,False,True,False,False
2,52,41490.64,1,1,1,0,0,58.5543,132.5127,5208.893265,False,False,True,False,False,False,False,False,False,True,True,False,False
4,58,56855.18,0,1,0,0,1,68.19429,137.4872,5769.653638,False,False,True,False,False,False,False,False,True,False,False,False,False
4,59,60463.81,0,1,0,1,1,59.71984,149.9707,5322.807337,True,False,False,False,True,False,False,True,False,True,False,False,True
2,78,33653.9,0,1,0,1,1,66.94632,159.9512,5614.790593,False,False,True,False,False,False,True,False,True,False,False,False,True
0,58,26817.82,0,0,0,1,1,2.569515,159.9476,907.3050831,True,False,False,False,True,False,False,False,False,False,False,False,False
3,70,34260.52,0,0,1,1,0,16.60351,230.1051,1981.140361,True,False,False,True,False,False,False,True,True,False,True,False,False
0,19,14090.14,0,1,0,1,0,1.689999,192.4567,553.9352596,True,False,False,True,False,False,False,False,True,False,True,False,False
7,43,37989.78,1,1,0,1,0,68.90613,164.9647,6709.021998,True,False,False,False,True,False,False,False,False,False,True,False,False
4,19,38914.23,0,0,0,1,0,8.137267032,179.947583,1118.73994,False,False,False,False,False,False,False,True,True,False,False,False,False
2,52,53627.3,1,0,1,1,1,3.895892,225.1457,1494.926003,False,False,False,False,False,True,False,False,False,False,False,False,False
1,40,69433.42,1,0,0,0,0,11.3031,160.0013,1217.604663,False,False,False,False,False,False,False,False,True,False,False,True,False
2,51,14817.22,0,0,1,1,1,6.437878909,200.132293,1537.296207,False,False,True,False,False,False,False,False,False,False,False,True,False
10,68,50150.81,0,1,0,1,0,2.485229169,172.456745,1179.782483,True,False,False,True,False,False,False,False,False,False,False,False,False
2,57,30535.24,0,1,0,0,1,14.7867,124.9935,1404.351494,True,False,False,False,False,True,False,False,False,True,False,True,False
1,84,45874.19,0,0,0,1,0,7.579193,182.4433,1275.031579,False,False,True,False,False,False,False,True,False,False,False,True,False
2,35,112914.39,0,0,1,0,1,11.56648604,117.439154,1663.371666,False,False,False,False,False,True,True,False,False,False,False,True,False
2,46,19080.13,0,0,1,1,0,20.16532013,210.105118,2734.384392,True,False,False,False,False,False,False,False,False,False,False,True,False
1,36,51474.72,1,0,1,1,1,59.63287,202.65,6036.630597,True,False,False,True,False,False,False,True,False,False,False,False,False
2,81,61843.65,0,1,0,1,0,18.25291,182.4762,1863.348549,True,False,False,False,False,True,False,False,False,True,False,False,True
3,51,16425.42,1,1,0,0,1,11.80801038,152.510442,1784.584135,True,False,False,False,True,False,False,True,False,False,True,False,False
7,33,52263.69,1,1,0,1,1,56.01484,184.9647,5272.029955,True,False,False,False,False,True,False,False,True,False,False,False,False
1,19,37461.63,0,0,1,1,1,14.31807,262.6106,1924.414895,False,False,False,False,True,False,False,True,True,False,True,False,False
3,36,59084.69,0,0,0,1,1,57.7475,179.9476,5097.174241,False,False,False,False,True,False,False,False,True,False,False,False,False
3,61,18708.42,0,1,1,0,1,8.394454,184.9496,1566.320356,True,False,True,False,False,False,False,True,False,False,False,False,True
3,20,43073.14,1,0,1,0,1,61.27781,120.0035,5610.48353,True,False,False,True,False,False,False,True,False,True,False,False,True
1,83,63881.41,1,0,0,0,1,70.45268,117.4686,6273.600277,False,False,False,False,False,False,False,True,False,False,False,True,False
3,27,24045.19,1,1,0,0,0,3.56722345,95.005709,617.4480514,True,False,True,False,False,False,False,False,False,True,True,False,False
3,32,58057.2,0,1,1,0,1,44.89823,194.9768,4183.048936,False,False,True,False,False,False,False,True,True,False,False,False,True
2,33,30533.59,0,0,0,0,1,7.685124,104.9781,1241.231205,False,False,False,False,False,True,False,False,False,False,False,False,True
4,32,25712.78,0,1,1,1,1,18.5303,220.1185,2157.669912,False,False,False,True,False,False,True,False,True,False,False,False,False
0,47,165151.02,0,0,0,1,1,6.267383901,127.442069,1174.414663,True,False,False,False,True,False,True,False,False,False,False,False,False
0,18,101000.3,0,0,1,0,0,14.58066686,149.944668,2023.519366,True,False,False,True,False,False,False,False,False,False,False,True,False
3,37,16749.24,0,1,0,1,0,6.465898,214.9525,1072.590755,True,False,True,False,False,False,False,True,True,False,False,True,False
3,55,54271.05,0,0,0,1,0,62.31372,214.9663,5588.162385,False,False,False,False,False,True,False,True,True,False,False,True,False
1,35,13870.96,1,0,1,1,1,12.95969924,245.145743,1896.10656,True,False,False,False,True,False,False,False,True,False,False,False,False
3,24,56591.47,0,1,1,0,1,65.83332,162.4538,6300.056458,True,False,False,True,False,False,False,False,False,False,False,True,False
1,89,25484.55,1,0,0,1,0,65.71442,149.9598,5600.167567,True,False,True,False,False,False,False,True,True,False,True,False,False
1,84,60276.48,0,1,1,0,1,68.20321,139.9678,5797.443843,False,False,False,False,False,True,False,False,False,True,False,True,False
3,55,23381.3,1,0,0,0,0,57.07901,127.4958,4991.10888,True,False,False,False,False,True,False,False,True,False,False,False,True
0,67,20657.67,1,0,1,1,0,8.373701,222.6792,1362.599478,True,False,False,False,False,False,False,True,False,True,True,False,False
9,38,48979.76,1,0,0,0,1,70.60477,107.4958,6671.033985,False,False,False,False,False,False,False,True,False,False,False,False,True
2,32,19439.54,0,1,0,1,0,5.901029789,139.951231,1259.468498,True,False,True,False,False,False,False,False,False,False,False,True,False
0,24,45094.63,0,0,0,0,1,10.88204,179.9794,1305.850314,True,False,False,True,False,False,False,True,True,False,True,False,False
1,74,125568.9,1,1,1,1,1,50.8968,202.6829,4740.002962,False,False,False,False,False,True,True,False,False,True,True,False,False
1,54,26676.4,0,0,1,0,0,5.827112819,169.944668,758.4775985,False,False,False,False,False,True,True,False,True,False,False,True,False
3,24,15091.63,1,1,1,0,1,8.824037,144.9889,1670.183322,False,False,False,True,False,False,False,False,False,False,False,False,True
